Descrição da Solicitação,Propriedade,Arquivos e mídia,Bloqueio,Comentário uMode,Criado em,Criado por,Criticidade,Data da Solicitação,Data de Conclusão,Data de Previsão de Entrega,Etapa,Files & media,Fórmula,Horas - Recurso Específico,Horas de Demanda,ID,Key Account/Responsável,Nível de Esforço,Observações,Prioridade,Projeto,Quem solicitou?,RFI,Responsabilidade,Suporte Integração,Task,Tempo de Resolução,Texto,Tipo de Demanda,Total de Horas,uMode - Macro Tema,Área Responsável,Última edição,👥 Clientes
Compartilhar base de uploads padrão uMode com time Tech NK,Concluída,,,,23 de dezembro de 2024 15:06,Marina Santoro,,12/12/2024,23 de dezembro de 2024,,Demanda Concluída,,,,,UMD-20,,,Feito.,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Nathalia,,Demanda com uMode,,,,,Configuração,,importação,,14 de outubro de 2025 14:54,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Ajustar layout da ficha de desenvolvimento,Concluída,,,,23 de dezembro de 2024 15:06,Marina Santoro,,12/12/2024,,,Demanda Concluída,,,,,UMD-21,,,"Feito conforme anotações. Enviarei um exemplar para validação do time. ",5,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Julia e Vanessa,,Demanda com uMode,,,,,Suporte,,ficha de impressão,,14 de outubro de 2025 14:53,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Cadastrar opção de matéria-prima: “aviamento indefinido”,Concluída,,,,23 de dezembro de 2024 15:13,Marina Santoro,,18/12/2024,18 de dezembro de 2024,,Demanda Concluída,,,,,UMD-22,,,Feito.,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Vanessa,,Demanda com uMode,,,,,Configuração,,template de ficha,,14 de outubro de 2025 14:52,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Cadastrar opção de matéria-prima: “tecido indefinido”,Encerrada,,,,23 de dezembro de 2024 15:17,Marina Santoro,,18/12/2024,20 de dezembro de 2024,,Demanda Cancelada,,,,,UMD-23,,,Levei o tópico para Larissa e pediu para não criar “tecido indefinido” visto que impacta o time do PCP na execução de amostras.,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Vanessa,,Demanda com uMode,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Desejo de liberar alteração de matéria-prima já empenhada no produto. Atualizar a ficha técnica do produto,Encerrada,,,,23 de dezembro de 2024 15:19,Marina Santoro,,19/12/2024,27 de dezembro de 2024,,Demanda Cancelada,,,,,UMD-24,,,O time de tecnologia confirmou que é uma regra fixa para a plataforma e que isso evita erros de cores e custos em troca de materiais empenhados. Recomenda-se excluir e empenhar o novo.,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Julia,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Atualizar lista do campo “família” - incluir FATETÁ,Concluída,,,,23 de dezembro de 2024 15:20,Marina Santoro,,19/12/2024,19 de dezembro de 2024,,Demanda Concluída,,,,,UMD-25,,,Feito na ficha de produto.,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Vanessa,,Demanda com uMode,,,,,Suporte,,template de ficha,,14 de outubro de 2025 14:52,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Ao criar um novo ‘local de aplicação’ as informações da matéria-prima já preenchidas se perdem,Encerrada,,,,23 de dezembro de 2024 15:20,Marina Santoro,,19/12/2024,27 de dezembro de 2024,,Demanda Cancelada,,,,,UMD-26,,,Neste momento não é possível alterar o comportamento deste campo pois tem relação com outras telas do sistema. O time recomenda iniciar o preenchimento pelo local de aplicação. Deixei o comportamento mapeado para evoluções futuras de sistema.,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Julia,,Demanda com uMode,,19563,,,Melhoria / Desenvolvimento,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Automatizar o preenchimento do fornecedor para NK Oficina quando a griffe for NK Oficina,Concluída,,,,23 de dezembro de 2024 15:21,Marina Santoro,,19/12/2024,,,Demanda Concluída,,,,,UMD-27,,,"Preciso confirmar com as líderes do projeto para solicitar esta automação. • Criar action de preenchimento automático de fornecedores , quando campo GRIIFE = NK OFICINA
• Deve preencher o campo FORNECEDOR com :  NK OFICINA ",,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Julia,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,10 de novembro de 2025 12:01,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
"Gostariam de ordenar os materiais empenhado na ficha de outra forma, sinalizaram que é um pouco confuso no formato atual",Encerrada,,,,23 de dezembro de 2024 15:21,Marina Santoro,,19/12/2024,,,Demanda Cancelada,,,,,UMD-28,,,Isso seria uma melhoria no sistema. Repassei para o time de produto considerar para próximas evoluções do sistema.,,,Vanessa,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Possibilidade de ordenação no mapa,Encerrada,,,,23 de dezembro de 2024 15:22,Marina Santoro,,19/12/2024,,,Demanda Cancelada,,,,,UMD-29,,,Estamos desenvolvendo essa funcionalidade. Gostaria de alinhar com vocês antes de liberar o uso.,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Larissa,,Demanda com uMode,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Código de Família e Código do Envelope,Concluída,,,,3 de janeiro de 2025 10:31,Marina Santoro,,18/12/2024,7 de fevereiro de 2025,,Demanda Concluída,,,,,UMD-30,,,Demanda solicitada para o time de tecnologia.,,,Gabriel,,Demanda com uMode,,19564,,,Configuração,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Rascunhar macroplan “pedido de compras”,Encerrada,,,,24 de janeiro de 2025 10:52,Marina Santoro,,24/01/2025,,,Demanda Cancelada,,,,,UMD-31,,,Arquivo preparado pelo estilo para mostrar a coleção enqnt não está finalizada. Utilizam a última foto de piloto de cada produto,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cris - pro time do estilo,,Demanda com uMode,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Configurar email umode com cancelados,Concluída,,,,24 de janeiro de 2025 10:53,Marina Santoro,,24/01/2025,,,Demanda Concluída,,,,,UMD-32,,,E-mail com lista de cancelados enviado diariamente. Status do produto cancelado E/OU status da variante inativa,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Time Estilo e Cris,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,31 de outubro de 2025 10:25,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
"Incluir campo de status variante (ATIVO, INATIVO)",Concluída,,,,24 de janeiro de 2025 10:56,Marina Santoro,,24/01/2025,30 de janeiro de 2025,,Demanda Concluída,,,,,UMD-33,,,Campo padrão ATIVO e só quando cancelar o produto vira INATIVO,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cris,,Demanda com uMode,,,,,Configuração,,template de ficha,,14 de outubro de 2025 14:51,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Devolutiva do e-mail da Modelagem e PCP,Concluída,,,,24 de janeiro de 2025 10:57,Marina Santoro,,24/01/2025,30 de janeiro de 2025,,Demanda Concluída,,,,,UMD-34,,,"• Dentro de Todas as entradas, tem uma aba chamada ""Lotes"", o que seria?
• Qual a diferença entre o chat e entre a aba tarefas? Como usam em outros lugares?
• Para base de graduação, conseguimos usar esses arquivos ao umode?
• Tem como incluir aba para modelagem incluir infos relativas ao produto?
• Tem como na impressao da FT deixa um campo para pilotagem escrever?
• Tem como deixar “fixo” para aparecer de cada modelista apenas seus próprios modelos?
• Tem como incluir algum campo de prioridades ou como colocar sequencia de fichas para modelagem saber qual ordem seguir?",,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Andressa,,Demanda com uMode,,,,,Suporte,,ficha de impressão,,14 de outubro de 2025 14:51,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
"Cadastrar listas de fornecedor, cor e mp",Concluída,,,,24 de janeiro de 2025 17:03,Marina Santoro,,24/01/2025,29 de janeiro de 2025,,Demanda Concluída,,,,,UMD-35,,,,,,,,Demanda com uMode,,,,,Configuração,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Criar aba de “descrição detalhada” para Luiza,Concluída,,,,24 de janeiro de 2025 17:04,Marina Santoro,,24/01/2025,30 de janeiro de 2025,,Demanda Concluída,,,,,UMD-36,,,Similar ao nosso outro cliente de calçados.,,,Gustavo,,Demanda com uMode,,,,,Configuração,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Ajustes pré Go Light,Concluída,,,,30 de janeiro de 2025 08:31,Marina Santoro,,28/01/2025,30 de janeiro de 2025,,Demanda Concluída,,,,,UMD-37,,,"Abas:
• Alterar o nome da aba ""informações gerais"" para ""envelope"".
• Mudar a aba ""datas"" para ""etapa e datas"".
• Remover a aba ""grade de tamanho"".
• Criar uma nova aba chamada ""merchandising"".
• Ocultar a aba ""produção"" sem excluir permanentemente, apenas comentando.

Campos: 
• Confirmar com o Vitor se o campo ""código envelope"" pode ser um campo customizado.
• Alterar o campo ""descrição do produto"" para ""nome/descrição do produto"".
• Ajustar a associação dos campos de ""informação de moda"" e ""ocasião de uso"" para a aba variante.
• Incluir novos campos na aba ""merchandising"".
• Ajustar o layout da aba ""etapa e datas"" para incluir um campo de título.
• Migrar a linha de campos para que fique acima do campo ""código envelope"".
• Ajustar o espaçamento dos campos na aba ""envelope"" para três colunas por linha.

Listas:
• Verificar se o status do campo ""ativo"" está como padrão.
• Ajustar lista do campo “coleção”",,,Gustavo e Gabriel,,Demanda com uMode,,20070,,,Suporte,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
"• Atualizar lista dos campos

    ◦ custom/estilista
    ◦ custom/familia_tamanho",Concluída,,,,31 de janeiro de 2025 15:44,Marina Santoro,,31/01/2025,,,Demanda Concluída,,,,,UMD-38,,,criar task,,,Tech uMode,,Demanda com uMode,,20138,,,Suporte,,,,19 de setembro de 2025 14:34,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Ajustar ordem dos campos na ficha,Concluída,,,,31 de janeiro de 2025 15:44,Marina Santoro,,31/01/2025,31 de janeiro de 2025,,Demanda Concluída,,,,,UMD-39,,,,,,Fabi,,Demanda com uMode,,,,,Suporte,,,,2 de setembro de 2025 10:26,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Ajustes da agenda 04/02/2025,Concluída,,,,4 de fevereiro de 2025 18:13,Marina Santoro,,04/02/2025,5 de fevereiro de 2025,,Demanda Concluída,,,,,UMD-40,,,"1) Incluir campo fornecedor com hierarquia da linha
+ update na ficha do produto
2) Criar campos do calce
status_calce_1, status_calce_2...
3) Incluir no campo status do calce ""aprovado com ressalva""
4) Ocultar a aba de fornecedor
5) Atualizar prints do material de treinamento
6) Validar os campos com ação da task",,,Gustavo,,Demanda com uMode,,,,,Suporte,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Automatizar workflow com campo etapa (1:1),Concluída,,,,4 de fevereiro de 2025 18:16,Marina Santoro,,04/02/2025,4 de fevereiro de 2025,,Demanda Concluída,,,,,UMD-41,,,,,,Gustavo,,Demanda com uMode,,,,,Configuração,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Ajustes da ficha de produto,Concluída,Sem%20t%C3%ADtulo/Captura_de_tela_2025-02-04_170011.png,,,4 de fevereiro de 2025 18:26,Marina Santoro,,04/02/2025,6 de fevereiro de 2025,,Demanda Concluída,,,,,UMD-42,,,"1) Ocultar campo código piloto pois é a mesma coisa do código spi - redistribuir campos com width de 3cols ✅
2) Alterar ordem dos campos ‘com modificação’ e ‘cod modificação’ ✅
3) Descer aba de Arquivos como penúltima ✅
4) Subir aba Aprovação após Fabricação ✅
5) Ocultar aba ‘novo aviamento’ - era pra cadastrar o aviamento na umode pro spi ✅
6) Ajustar layout da aba Lavanderia Tingimento conforme anexo ✅",,,Louise,,Demanda com uMode,,,,,Suporte,,,,2 de setembro de 2025 10:26,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Ficha de impressão,Concluída,"Sem%20t%C3%ADtulo/Imagem_do_WhatsApp_de_2025-02-04_(s)_16.48.19_91a509d9.jpg, Sem%20t%C3%ADtulo/Imagem_do_WhatsApp_de_2025-02-04_(s)_16.48.20_d22c90e1.jpg, Sem%20t%C3%ADtulo/Imagem_do_WhatsApp_de_2025-02-04_(s)_16.48.20_943eaecb.jpg, Sem%20t%C3%ADtulo/Imagem_do_WhatsApp_de_2025-02-04_(s)_16.48.21_6ea6e556.jpg, Sem%20t%C3%ADtulo/Captura_de_tela_2025-02-04_165350.png",,,4 de fevereiro de 2025 18:28,Marina Santoro,,04/02/2025,,,Demanda Concluída,,,,,UMD-43,,,desenhar e criar task para configurar,,,Louise,,Demanda com uMode,,,,,Configuração,,,,4 de setembro de 2025 13:10,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Definir perfil de usuario,Concluída,,,,4 de fevereiro de 2025 18:30,Marina Santoro,,12/01/2026,,,Demanda Concluída,,,,,UMD-44,"Laura Delgado, Andrea Holmer",,Prioridade da semana 23/03,,,-,,Demanda com uMode,,,,,Configuração,,,KA,8 de abril de 2026 15:52,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Automatizar o preenchimento do fornecedor para Cambos - padrão para todos os produtos,Concluída,,,,5 de fevereiro de 2025 09:14,Marina Santoro,,04/02/2025,21 de julho de 2025,,Demanda Concluída,,,,,UMD-45,,,,,,Louise,,Demanda com uMode,,20761,,,Melhoria / Desenvolvimento,,,,2 de setembro de 2025 11:58,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Reunião de Acompanhamento do Go Light: Subir imagens arrastando e não buscando em pastas,Encerrada,,,,20 de fevereiro de 2025 10:33,Marina Santoro,,20/02/2025,,,Demanda Cancelada,,,,,UMD-46,,,Na nova tecnologia será possível.,,,Gabriel,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,,3 de fevereiro de 2026 14:07,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Reunião de Acompanhamento do Go Light: Gestão de Aviamentos e Projetos/Linhas dentro da uMode,Concluída,,,,20 de fevereiro de 2025 10:34,Marina Santoro,,20/02/2025,,,Demanda Concluída,,,,,UMD-47,"Laura Delgado, Andrea Holmer",,Alinhado que é fase 2 - Após Go Live - Maio/25,,,Cecilia,,Demanda com uMode,,,,,Configuração,,,KA,5 de maio de 2026 17:12,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Reunião de Acompanhamento do Go Light: Subir fotos nos produtos via pasta,Encerrada,,,,20 de fevereiro de 2025 10:34,Marina Santoro,,20/02/2025,,,Demanda Cancelada,,,,,UMD-48,,,Não é viável no momento. Vamos acompanhar o time e entender se isso é impeditivo para o time. Na nova tecnologia será possível arrastar imagens.,,,Hellen,,Demanda com uMode,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Reunião de Acompanhamento do Go Light: Unificar campos de Abas (principalmente Envelope e Versão),Encerrada,,,,24 de fevereiro de 2025 10:29,Laura Delgado,,24/02/2025,,,Demanda Cancelada,,,,,UMD-49,,,Não é possível pela estrutura do sistema,,,Cecilia e Gabriel Dart,,Demanda com uMode,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Desejo de no Workflow ter a opção “mover para etapa x”,Standby - Produto,,,,25 de fevereiro de 2025 18:51,Marina Santoro,,25/02/2025,,,Backlog,,,,,UMD-50,,,Conversei com ela que podemos criar um campo de seleção que reflita as etapas do fluxo e assim ela poderia mover via campo,,,Fabi,,Demanda com uMode,,,,,Produto,,,PRODUTO,3 de fevereiro de 2026 14:03,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Reunião de Acompanhamento do Go Light: Unificar pasta de coleção e campo coleção safetech,Concluída,,,,25 de fevereiro de 2025 19:00,Marina Santoro,,25/02/2025,,,Demanda Concluída,,,,,UMD-51,,,É possível! Precisa definir onde estará a referência da coleção conforme o safetech precisa para integração.,,,Gabriel Dart,,Demanda com uMode,,,,,Suporte,,,,3 de setembro de 2025 19:20,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Acompanhamento do Go Light: Revisar o layout da ficha de relatorio de prova,Concluída,"Sem%20t%C3%ADtulo/Vdeo_do_WhatsApp_de_2025-02-25_(s)_16.10.53_30baa378.mp4, Sem%20t%C3%ADtulo/Vdeo_do_WhatsApp_de_2025-02-25_(s)_16.10.32_655fdb13.mp4",,,25 de fevereiro de 2025 19:01,Marina Santoro,,25/02/2025,,,Demanda Concluída,,,,,UMD-52,,,Diminuir espaços e aumentar tamanho da fonta,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Vanessa,,Demanda com uMode,,,,,Suporte,,ficha de impressão,,29 de outubro de 2025 15:06,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Acompanhamento do Go Light: Revisar os status NK,Concluída,Sem%20t%C3%ADtulo/Captura_de_tela_2025-02-25_190330.png,,,25 de fevereiro de 2025 19:02,Marina Santoro,,25/02/2025,,,Demanda Concluída,,,,,UMD-397,,,Status customizado na aprovação. Já dei a devolutiva de que é padrão uMode mas vamos pensar juntos em como resolver,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Vanessa,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,template de ficha,,29 de outubro de 2025 15:06,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Reunião de Acompanhamento do Go Light: Importação massiva de imagens,Encerrada,,,,28 de fevereiro de 2025 10:20,Marina Santoro,,28/02/2025,,,Demanda Cancelada,,,,,UMD-54,,,Na nova tecnologia será possível.,,,Gabriel,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,,3 de fevereiro de 2026 14:07,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Reunião de Acompanhamento do Go Light: Salvar filtro no mapa (exibição),Concluída,,,,28 de fevereiro de 2025 10:27,Marina Santoro,,25/02/2025,4 de abril de 2025,,Demanda Concluída,,,,,UMD-55,,,"Conseguimos liberar, porém está em teste.",,,Cecília,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,,29 de outubro de 2025 15:06,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Acompanhamento do Go Light: Atualizar tabelas de medidas,Encerrada,,,,10 de março de 2025 15:30,Marina Santoro,,10/03/2025,,,Demanda Cancelada,,,,,UMD-56,,,Cadastramos as tabelas que o time do PCP nos enviou porém tiveram revisão e precisamos atualizar,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Maria Cristina,,Demanda com uMode,,,,,Suporte,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Acompanhamento do Go Light: Alterar ficha de produto incluindo imagem do modelo com referencias de medidas,Concluída,,,,10 de março de 2025 15:30,Marina Santoro,,10/03/2025,,,Demanda Concluída,,,,,UMD-57,,,Novo escopo - a ficha inicial não tinha essa informação e querem incluir a partir de agora,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Maria Cristina,,Demanda com uMode,,,,,Configuração,,ficha de impressão,,29 de outubro de 2025 15:06,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Acompanhamento do Go Light: Books,Concluída,,,,10 de março de 2025 16:31,Marina Santoro,,06/03/2025,,,Demanda Concluída,,,,,UMD-58,,,"Gostaria de tentar alinhar com vc, se conseguimos pelo Umode, sanar 2 necessidades que temos no nosso setor. Não sei se a Cris chegou a comentar por cima, mas temos 2 arquivos  com informações dos produtos que queria tentar obter pelo Umode.
Ele poderia ter o mesmo formato do book (só talvez um pouco maior para visualizar as fotos). Com todas as informações do book, mas ao invés de ser o vetor serem as fotos de frente, lado e costas. Que já é colocado em um dos campos do relatório.
Seria ótimo, porque hoje eu faço 2 tipos de arquivos que demandam um tempo considerável. E poderia utilizar somente esse pelo Umode.",,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Thais,,Demanda com uMode,,,,,Configuração,,,,29 de outubro de 2025 15:06,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
"Acompanhamento do Go Light: Agenda com planejamento - criar campo “Agrupamento” com opções top, bottom, over top e inteiros",Concluída,,,,12 de março de 2025 16:06,Marina Santoro,,12/03/2025,,,Demanda Concluída,,,,,UMD-59,,,Criar o campo para ser preenchido de forma automática ao selecionar o grupo,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Bruna,,Demanda com uMode,,,,,Configuração,,,,29 de outubro de 2025 15:06,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Reunião de Acompanhamento do Go Light: Ficha de impressão - Time Desenvolvimento,Concluída,,,,24 de março de 2025 10:06,Laura Delgado,,07/02/2025,27 de março de 2025,,Demanda Concluída,,,,,UMD-60,,,"• Configuração da Ficha de impressão para o Time de Desenvolvimento (Ticiane)
    ◦ Pendente algumas definições (Ticiane trouxe esses pontos dia 18/03/2024)
    ◦ Time Luiza Barcelos: Enviar base de artigos, aviamentos e enfeites usados pela Ticiane enquanto não temos a integração",,,Ticiane,,Demanda com uMode,,20332,,,Suporte,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Reunião de Acompanhamento do Go Light:  Alteração da Categoria de Imagem,Concluída,,,,24 de março de 2025 10:15,Laura Delgado,,20/03/2025,26 de março de 2025,,Demanda Concluída,,,,,UMD-61,,,"00 - Envelope
01 - Desenho Limpo
02 - Calce
03 - Desenho Numerado
04 - Ficha de Combinação",,,Michelle,,Demanda com uMode,,20571,,,Suporte,,,,2 de setembro de 2025 10:28,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
